word	syllables
слова	сло ва
вякать	вя кать
изъясняться	изъ яс нять ся
квакать	ква кать
кидаться	ки дать ся
лопотать	ло по тать
лить	лить
молоть	мо лоть
мотать	мо тать
мусолить	му со лить
звонить	зво нить
объясняться	объ яс нять ся
переливать	пе ре ли вать
празднословить	празд но сло вить
пустозвонить	пу сто зво нить
пустословить	пу сто сло вить
разбалтывать	раз бал ты вать
разглагольствовать	раз гла голь ство вать
распускать	рас пу скать
свистеть	свис теть
треск	треск
травить	тра вить
байки	бай ки
байка	бай ка
трепаться	тре пать ся
фонить	фо нить
марафон	ма ра фон
состязание	со стя за ни е
фразёрствовать	фра зёр ство вать
чирикать	чи ри кать
швыряться	швы рять ся
щебетать	ще бе тать
дрыгать	дры гать
качать	ка чать
покачивать	по ка чи вать
трепать	тре пать
толочь	то лочь
заткнуться	за ткнуть ся
